sls_ord_num,prd_key,CID,sls_sales,sls_quantity,sls_price,GEN,cst_firstname,cst_lastname,cst_marital_status,CNTRY,prd_id,prd_nm,prd_cost,prd_line,ID,CAT,SUBCAT,MAINTENANCE,order_date,ship_date,due_date,birth_date,customer_creation_date,product_start_date,product_end_date,is_active_product,customer_age,order_to_ship_days,order_date_month,ship_date_month,due_date_month,birth_date_month,customer_creation_date_month,product_start_date_month,product_end_date_month
SO70134,BK-M68S-38,18075,2320.0,1,2320.0,FEMALE,Courtney,Adams,Single,USA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1952-07-07,2026-01-04,2012-07-01,2008-12-27,False,72,7,November,November,November,July,January,July,December
SO70135,BK-M68B-46,17623,2295.0,1,2295.0,MALE,Austin,Robinson,Single,USA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1973-09-15,2026-01-04,2012-07-01,2008-12-27,False,51,7,November,November,November,September,January,July,December
SO70136,BK-M68B-38,17543,2295.0,1,2295.0,FEMALE,Meredith,Martin,Single,USA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1973-08-11,2026-01-04,2012-07-01,2008-12-27,False,51,7,November,November,November,August,January,July,December
SO70137,BK-M68S-42,17544,2320.0,1,2320.0,MALE,Eduardo,Rogers,Married,USA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1967-12-10,2026-01-04,2012-07-01,2008-12-27,False,57,7,November,November,November,December,January,July,December
SO70140,BK-M68S-38,18224,2320.0,1,2320.0,FEMALE,Vanessa,Perry,Single,USA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1970-04-09,2026-01-04,2012-07-01,2008-12-27,False,55,7,November,November,November,April,January,July,December
SO70141,BK-M68B-46,18225,2295.0,1,2295.0,FEMALE,Paige,Jenkins,Single,USA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1970-04-22,2026-01-04,2012-07-01,2008-12-27,False,55,7,November,November,November,April,January,July,December
SO70143,BK-M68S-38,19705,2320.0,1,2320.0,FEMALE,Anna,Hughes,Single,CANADA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1960-08-29,2026-01-05,2012-07-01,2008-12-27,False,64,7,November,November,November,August,January,July,December
SO70144,BK-M68B-46,13154,2295.0,1,2295.0,MALE,Aaron,Lal,Married,US,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1985-01-18,2025-10-12,2012-07-01,2008-12-27,False,40,7,November,November,November,January,October,July,December
SO70145,BK-M68S-46,17176,2320.0,1,2320.0,MALE,Isaac,Ward,Single,USA,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1957-11-09,2026-01-04,2012-07-01,2008-12-27,False,67,7,November,November,November,November,January,July,December
SO70148,BK-R89B-48,22180,2443.0,1,2443.0,MALE,Joe,Srini,Single,AUSTRALIA,375,Road-250 Black- 48,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1965-10-10,2026-01-05,2012-07-01,2008-12-27,False,59,7,November,November,November,October,January,July,December
SO70152,BK-M68S-38,16158,2320.0,1,2320.0,FEMALE,Kathleen,Gomez,Married,AUSTRALIA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1975-01-18,2026-01-04,2012-07-01,2008-12-27,False,50,7,November,November,November,January,January,July,December
SO70153,BK-M68S-46,15722,2320.0,1,2320.0,FEMALE,Angela,Jenkins,Married,AUSTRALIA,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1980-05-25,2026-01-04,2012-07-01,2008-12-27,False,45,7,November,November,November,May,January,July,December
SO70155,CA-1098,23860,9.0,1,9.0,MALE,Eric,Long,Married,UNITED STATES,223,AWC Logo Cap,6.0,S ,CL_CA,Clothing,Caps,No,2013-11-05,2013-11-12,2013-11-17,1973-09-04,2026-01-05,2011-07-01,2007-12-28,False,51,7,November,November,November,September,January,July,December
SO70160,BK-R64Y-40,25467,1120.0,1,1120.0,MALE,Troy,Madan,Married,UNITED KINGDOM,383,Road-550-W Yellow- 40,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-05,2013-11-12,2013-11-17,1976-08-06,2026-01-05,2012-07-01,2008-12-27,False,48,7,November,November,November,August,January,July,December
SO70172,BK-M68B-46,12717,2295.0,1,2295.0,FEMALE,Hannah,Wood,Married,FRANCE,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1979-12-05,2025-10-12,2012-07-01,2008-12-27,False,45,7,November,November,November,December,October,July,December
SO70173,BK-M68S-46,19943,2320.0,1,2320.0,MALE,Walter,Carlson,Married,FRANCE,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1953-08-26,2026-01-05,2012-07-01,2008-12-27,False,71,7,November,November,November,August,January,July,December
SO70211,BK-M68B-46,17460,2295.0,1,2295.0,FEMALE,Megan,Murphy,Married,USA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1960-06-18,2026-01-04,2012-07-01,2008-12-27,False,64,7,November,November,November,June,January,July,December
SO70212,BK-M68S-42,17474,2320.0,1,2320.0,MALE,Jose,King,Single,USA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1946-05-24,2026-01-04,2012-07-01,2008-12-27,False,79,7,November,November,November,May,January,July,December
SO70213,BK-M68B-38,17499,2295.0,1,2295.0,MALE,Marcus,Campbell,Single,USA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1985-11-20,2026-01-04,2012-07-01,2008-12-27,False,39,7,November,November,November,November,January,July,December
SO70214,BK-M68S-42,17535,2320.0,1,2320.0,FEMALE,Colleen,Guo,Single,USA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1976-10-20,2026-01-04,2012-07-01,2008-12-27,False,48,7,November,November,November,October,January,July,December
SO70217,BK-M68B-42,13248,2295.0,1,2295.0,FEMALE,Isabella,Martinez,Married,US,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1957-09-03,2025-10-12,2012-07-01,2008-12-27,False,67,7,November,November,November,September,October,July,December
SO70218,BK-M68B-42,12418,2295.0,1,2295.0,MALE,Robert,Hernandez,Single,US,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1959-04-23,2025-10-08,2012-07-01,2008-12-27,False,66,7,November,November,November,April,October,July,December
SO70219,BK-M68B-42,18950,2295.0,1,2295.0,FEMALE,Lauren,Alexander,Single,CANADA,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1970-10-22,2026-01-05,2012-07-01,2008-12-27,False,54,7,November,November,November,October,January,July,December
SO70220,BK-M68B-38,17136,2295.0,1,2295.0,MALE,Glenn,Ye,Single,USA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1952-02-24,2026-01-04,2012-07-01,2008-12-27,False,73,7,November,November,November,February,January,July,December
SO70221,BK-M68B-46,17156,2295.0,1,2295.0,FEMALE,Hailey,Gonzales,Single,USA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1971-08-08,2026-01-04,2012-07-01,2008-12-27,False,53,7,November,November,November,August,January,July,December
SO70224,BK-R64Y-44,26438,1120.0,1,1120.0,FEMALE,Alisha,Shen,Married,AUSTRALIA,387,Road-550-W Yellow- 44,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1978-10-19,2026-01-14,2012-07-01,2008-12-27,False,46,7,November,November,November,October,January,July,December
SO70227,BK-M68B-42,15756,2295.0,1,2295.0,FEMALE,Kari,Gutierrez,Single,AUSTRALIA,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1974-01-01,2026-01-04,2012-07-01,2008-12-27,False,51,7,November,November,November,January,January,July,December
SO70228,BK-M68B-42,13050,2295.0,1,2295.0,MALE,Dennis,Zeng,Married,AUSTRALIA,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1959-06-18,2025-10-12,2012-07-01,2008-12-27,False,65,7,November,November,November,June,October,July,December
SO70238,BK-R64Y-40,21922,1120.0,1,1120.0,FEMALE,Bailey,Ward,Married,UNITED STATES,383,Road-550-W Yellow- 40,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1967-05-23,2026-01-05,2012-07-01,2008-12-27,False,58,7,November,November,November,May,January,July,December
SO70244,BK-R64Y-42,25488,1120.0,1,1120.0,FEMALE,Dawn,Ye,Married,UNITED KINGDOM,385,Road-550-W Yellow- 42,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-06,2013-11-13,2013-11-18,1971-05-18,2026-01-05,2012-07-01,2008-12-27,False,54,7,November,November,November,May,January,July,December
SO70250,HL-U509-B,11950,35.0,1,35.0,FEMALE,Jordan,Carter,Married,US,220,Sport-100 Helmet- Blue,12.0,S ,AC_HE,Accessories,Helmets,Yes,2013-11-07,2013-11-14,2013-11-19,1985-03-09,2025-10-08,2011-07-01,2007-12-28,False,40,7,November,November,November,March,October,July,December
SO70254,LJ-0192-X,11371,50.0,1,50.0,FEMALE,Lacey,Jai,Married,AUSTRALIA,235,Long-Sleeve Logo Jersey- XL,32.0,S ,CL_JE,Clothing,Jerseys,No,2013-11-07,2013-11-14,2013-11-19,1983-11-24,2025-10-08,2011-07-01,2007-12-28,False,41,7,November,November,November,November,October,July,December
SO70257,BK-M68B-42,14947,2295.0,1,2295.0,MALE,Alejandro,Chen,Single,UNITED KINGDOM,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1976-01-08,2025-10-12,2012-07-01,2008-12-27,False,49,7,November,November,November,January,October,July,December
SO70258,BK-M68S-46,19298,2320.0,1,2320.0,FEMALE,Priscilla,Andersen,Single,GERMANY,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1986-04-06,2026-01-05,2012-07-01,2008-12-27,False,39,7,November,November,November,April,January,July,December
SO70259,BK-M68S-38,19911,2320.0,1,2320.0,FEMALE,Valerie,Chen,Single,UNITED KINGDOM,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1961-01-15,2026-01-05,2012-07-01,2008-12-27,False,64,7,November,November,November,January,January,July,December
SO70291,BK-M68S-46,18113,2320.0,1,2320.0,FEMALE,Abigail,Simmons,Married,USA,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1956-08-26,2026-01-04,2012-07-01,2008-12-27,False,68,7,November,November,November,August,January,July,December
SO70292,BK-M68B-46,13400,2295.0,1,2295.0,FEMALE,Julia,Thomas,Married,US,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1962-08-08,2025-10-12,2012-07-01,2008-12-27,False,62,7,November,November,November,August,October,July,December
SO70293,BK-M68B-42,18353,2295.0,1,2295.0,MALE,Robert,Anderson,Married,USA,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1977-08-09,2026-01-04,2012-07-01,2008-12-27,False,47,7,November,November,November,August,January,July,December
SO70294,BK-M68S-42,17001,2320.0,1,2320.0,FEMALE,Ashley,Moore,Single,USA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1969-03-01,2026-01-04,2012-07-01,2008-12-27,False,56,7,November,November,November,March,January,July,December
SO70295,BK-M68B-46,13359,2295.0,1,2295.0,MALE,Ian,Wood,Married,US,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1951-03-02,2025-10-12,2012-07-01,2008-12-27,False,74,7,November,November,November,March,October,July,December
SO70296,BK-M68B-46,13743,2295.0,1,2295.0,FEMALE,Isabella,Anderson,Married,CANADA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1963-04-21,2025-10-12,2012-07-01,2008-12-27,False,62,7,November,November,November,April,October,July,December
SO70297,BK-M68B-42,17139,2295.0,1,2295.0,FEMALE,Jade,Rivera,Single,USA,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1952-11-22,2026-01-04,2012-07-01,2008-12-27,False,72,7,November,November,November,November,January,July,December
SO70298,BK-R64Y-40,26152,1120.0,1,1120.0,FEMALE,Jaime,Gill,Single,AUSTRALIA,383,Road-550-W Yellow- 40,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1974-08-09,2026-01-14,2012-07-01,2008-12-27,False,50,7,November,November,November,August,January,July,December
SO70305,BK-R64Y-42,14883,1120.0,1,1120.0,FEMALE,Gabrielle,Barnes,Married,USA,385,Road-550-W Yellow- 42,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1964-03-19,2025-10-12,2012-07-01,2008-12-27,False,61,7,November,November,November,March,October,July,December
SO70307,BK-R64Y-38,25553,1120.0,1,1120.0,MALE,Brett,Srini,Married,UNITED KINGDOM,381,Road-550-W Yellow- 38,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-07,2013-11-14,2013-11-19,1946-08-22,2026-01-05,2012-07-01,2008-12-27,False,78,7,November,November,November,August,January,July,December
SO70320,BK-M68S-46,19931,2320.0,1,2320.0,MALE,Darryl,Xu,Married,GERMANY,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1964-11-18,2026-01-05,2012-07-01,2008-12-27,False,60,7,November,November,November,November,January,July,December
SO70321,BK-M68S-38,19917,2320.0,1,2320.0,FEMALE,Jenny,Chander,Married,UNITED KINGDOM,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1955-02-04,2026-01-05,2012-07-01,2008-12-27,False,70,7,November,November,November,February,January,July,December
SO70322,BK-M68S-46,12817,2320.0,1,2320.0,MALE,Theodore,Suarez,Single,FRANCE,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1971-08-09,2025-10-12,2012-07-01,2008-12-27,False,53,7,November,November,November,August,October,July,December
SO70323,BK-M68B-42,14833,2295.0,1,2295.0,FEMALE,Riley,Hayes,Single,UNITED KINGDOM,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1967-12-11,2025-10-12,2012-07-01,2008-12-27,False,57,7,November,November,November,December,October,July,December
SO70324,CA-1098,19258,9.0,1,9.0,MALE,Douglas,Mehta,Married,UNITED KINGDOM,223,AWC Logo Cap,6.0,S ,CL_CA,Clothing,Caps,No,2013-11-08,2013-11-15,2013-11-20,1976-05-13,2026-01-05,2011-07-01,2007-12-28,False,49,7,November,November,November,May,January,July,December
SO70349,BK-M68B-42,13399,2295.0,1,2295.0,MALE,Edward,Young,Married,US,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1956-09-17,2025-10-12,2012-07-01,2008-12-27,False,68,7,November,November,November,September,October,July,December
SO70350,BK-M68S-42,19844,2320.0,1,2320.0,FEMALE,Emma,Murphy,Married,CANADA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1949-03-02,2026-01-05,2012-07-01,2008-12-27,False,76,7,November,November,November,March,January,July,December
SO70351,BK-M68B-38,18232,2295.0,1,2295.0,FEMALE,Sophia,Edwards,Married,USA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1975-02-08,2026-01-04,2012-07-01,2008-12-27,False,50,7,November,November,November,February,January,July,December
SO70352,BK-M68B-38,17009,2295.0,1,2295.0,MALE,Wyatt,Butler,Single,USA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1974-04-25,2026-01-04,2012-07-01,2008-12-27,False,51,7,November,November,November,April,January,July,December
SO70353,BK-M68S-46,13212,2320.0,1,2320.0,MALE,Logan,Phillips,Married,US,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1951-02-07,2025-10-12,2012-07-01,2008-12-27,False,74,7,November,November,November,February,October,July,December
SO70354,BK-M68S-42,13361,2320.0,1,2320.0,MALE,Cameron,Jai,Married,US,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1952-02-29,2025-10-12,2012-07-01,2008-12-27,False,73,7,November,November,November,February,October,July,December
SO70355,BK-M68S-42,13214,2320.0,1,2320.0,MALE,Elijah,Adams,Married,US,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1952-06-19,2025-10-12,2012-07-01,2008-12-27,False,72,7,November,November,November,June,October,July,December
SO70356,BK-R89R-58,21987,2443.0,1,2443.0,MALE,Theodore,Dominguez,Single,AUSTRALIA,371,Road-250 Red- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1971-06-03,2026-01-05,2012-07-01,2008-12-27,False,54,7,November,November,November,June,January,July,December
SO70357,BK-R89B-44,22181,2443.0,1,2443.0,MALE,Gary,Romero,Single,AUSTRALIA,373,Road-250 Black- 44,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1976-10-13,2026-01-05,2012-07-01,2008-12-27,False,48,7,November,November,November,October,January,July,December
SO70360,BK-M68S-42,15755,2320.0,1,2320.0,MALE,Connor,Flores,Married,AUSTRALIA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1967-01-22,2026-01-04,2012-07-01,2008-12-27,False,58,7,November,November,November,January,January,July,December
SO70361,BK-M68S-38,15717,2320.0,1,2320.0,FEMALE,Alexia,Henderson,Single,AUSTRALIA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1981-11-23,2026-01-04,2012-07-01,2008-12-27,False,43,7,November,November,November,November,January,July,December
SO70366,BK-R64Y-40,20350,1120.0,1,1120.0,FEMALE,Isabella,Campbell,Married,CANADA,383,Road-550-W Yellow- 40,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1960-08-01,2026-01-05,2012-07-01,2008-12-27,False,64,7,November,November,November,August,January,July,December
SO70369,BK-R64Y-42,28562,1120.0,1,1120.0,MALE,Phillip,Martinez,Married,FRANCE,385,Road-550-W Yellow- 42,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-08,2013-11-15,2013-11-20,1978-01-07,2026-01-25,2012-07-01,2008-12-27,False,47,7,November,November,November,January,January,July,December
SO70376,BK-R89B-58,21956,2443.0,1,2443.0,MALE,Jay,Kapoor,Single,AUSTRALIA,379,Road-250 Black- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1975-04-15,2026-01-05,2012-07-01,2008-12-27,False,50,7,November,November,November,April,January,July,December
SO70377,BK-R89B-44,21959,2443.0,1,2443.0,MALE,Jimmy,Dominguez,Married,AUSTRALIA,373,Road-250 Black- 44,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1975-01-13,2026-01-05,2012-07-01,2008-12-27,False,50,7,November,November,November,January,January,July,December
SO70387,CA-1098,19196,9.0,1,9.0,FEMALE,April,She,Single,GERMANY,224,AWC Logo Cap,5.0,S ,CL_CA,Clothing,Caps,No,2013-11-09,2013-11-16,2013-11-21,1981-08-31,2026-01-05,2012-07-01,2008-12-27,False,43,7,November,November,November,August,January,July,December
SO70378,LJ-0192-M,12049,50.0,1,50.0,FEMALE,Angela,Russell,Single,US,229,Long-Sleeve Logo Jersey- M,32.0,S ,CL_JE,Clothing,Jerseys,No,2013-11-09,2013-11-16,2013-11-21,1973-10-09,2025-10-08,2011-07-01,2007-12-28,False,51,7,November,November,November,October,October,July,December
SO70386,BK-M68B-42,14937,2295.0,1,2295.0,MALE,Brendan,Xu,Single,UNITED KINGDOM,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1983-05-19,2025-10-12,2012-07-01,2008-12-27,False,42,7,November,November,November,May,October,July,December
SO70388,HL-U509-R,11746,35.0,1,35.0,MALE,Seth,Brooks,Single,US,212,Sport-100 Helmet- Red,12.0,S ,AC_HE,Accessories,Helmets,Yes,2013-11-09,2013-11-16,2013-11-21,1964-05-30,2025-10-08,2011-07-01,2007-12-28,False,61,7,November,November,November,May,October,July,December
SO70424,BK-M68B-42,17458,2295.0,1,2295.0,MALE,Jason,Collins,Single,USA,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1965-07-01,2026-01-04,2012-07-01,2008-12-27,False,59,7,November,November,November,July,January,July,December
SO70425,BK-M68S-38,17461,2320.0,1,2320.0,FEMALE,Sara,Allen,Married,USA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1960-05-26,2026-01-04,2012-07-01,2008-12-27,False,65,7,November,November,November,May,January,July,December
SO70426,BK-M68S-42,13152,2320.0,1,2320.0,FEMALE,Gabrielle,Butler,Married,US,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1983-08-16,2025-10-12,2012-07-01,2008-12-27,False,41,7,November,November,November,August,October,July,December
SO70428,BK-M68B-38,18352,2295.0,1,2295.0,MALE,Noah,Thomas,Married,USA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1978-05-22,2026-01-04,2012-07-01,2008-12-27,False,47,7,November,November,November,May,January,July,December
SO70429,BK-M68B-46,17414,2295.0,1,2295.0,MALE,Nicholas,Garcia,Married,USA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1969-01-20,2026-01-04,2012-07-01,2008-12-27,False,56,7,November,November,November,January,January,July,December
SO70430,BK-M68S-42,17267,2320.0,1,2320.0,FEMALE,Abigail,Stewart,Married,USA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1969-04-17,2026-01-04,2012-07-01,2008-12-27,False,56,7,November,November,November,April,January,July,December
SO70433,BK-R64Y-48,26423,1120.0,1,1120.0,MALE,Hector,Gutierrez,Single,AUSTRALIA,389,Road-550-W Yellow- 48,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1981-05-04,2026-01-14,2012-07-01,2008-12-27,False,44,7,November,November,November,May,January,July,December
SO70434,BK-R64Y-44,18452,1120.0,1,1120.0,MALE,Bruce,Martinez,Married,AUSTRALIA,387,Road-550-W Yellow- 44,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1959-06-09,2026-01-04,2012-07-01,2008-12-27,False,66,7,November,November,November,June,January,July,December
SO70437,BK-M68S-46,15764,2320.0,1,2320.0,MALE,Louis,Guo,Single,AUSTRALIA,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1964-12-12,2026-01-04,2012-07-01,2008-12-27,False,60,7,November,November,November,December,January,July,December
SO70445,BK-R64Y-38,25312,1120.0,1,1120.0,MALE,Erik,Ramos,Married,UNITED KINGDOM,381,Road-550-W Yellow- 38,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2013-11-09,2013-11-16,2013-11-21,1977-10-06,2026-01-05,2012-07-01,2008-12-27,False,47,7,November,November,November,October,January,July,December
SO70448,CA-1098,12299,9.0,1,9.0,MALE,Walter,Serrano,Married,UNITED KINGDOM,223,AWC Logo Cap,6.0,S ,CL_CA,Clothing,Caps,No,2013-11-09,2013-11-16,2013-11-21,1950-12-08,2025-10-08,2011-07-01,2007-12-28,False,74,7,November,November,November,December,October,July,December
SO70453,HL-U509-B,11958,35.0,1,35.0,MALE,Dylan,Lal,Single,US,220,Sport-100 Helmet- Blue,12.0,S ,AC_HE,Accessories,Helmets,Yes,2013-11-10,2013-11-17,2013-11-22,1978-07-06,2025-10-08,2011-07-01,2007-12-28,False,46,7,November,November,November,July,October,July,December
SO70463,CA-1098,16705,9.0,1,9.0,FEMALE,Jacqueline,Wood,Married,AUSTRALIA,223,AWC Logo Cap,6.0,S ,CL_CA,Clothing,Caps,No,2013-11-10,2013-11-17,2013-11-22,1964-01-08,2026-01-04,2011-07-01,2007-12-28,False,61,7,November,November,November,January,January,July,December
